paper_id,title,paper_type,baseline_paper_type,paper_type_disagreement,paper_type_confidence,status,total_score,rubric_version,prompt_version,human_verification_status,requires_human_review,human_review_reasons,error,runtime_architecture,evaluation,provenance_reproducibility,governance_safety,benchmark_process_alignment
medagents-large-language-models-as-collaborators-for-zero-shot-medical-reasoning,MedAgents: Large Language Models as Collaborators for Zero-shot Medical Reasoning,method_model,agent_system,True,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,partial,partial,partial,present
medagentsbench-benchmarking-thinking-models-and-agent-frameworks-for-complex-med,MEDAGENTSBENCH: Benchmarking Thinking Models and Agent Frameworks for Complex Medical Reasoning,benchmark,benchmark,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
medagentsim-self-evolving-multi-agent-simulations-for-realistic-clinical-interac,MedAgentSim: Self-Evolving Multi-Agent Simulations for Realistic Clinical Interactions,agent_system,agent_system,False,0.9,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,present,present,partial,partial,present
medai-evaluating-txagent-s-therapeutic-agenic-reasoning-in-the-neurips-cure-benc,MedAI: Evaluating TxAgent's Therapeutic Agenic Reasoning in the NeurIPS CURE-Bench Competition,method_model,agent_system,True,0.8,judged,80.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,present,present,partial,partial,present
medaide-information-fusion-and-anatomy-of-medical-intents-via-llm-based-agent-co,MEDAIDE: Information Fusion and Anatomy of Medical Intents via LLM-based Agent Collaboration,agent_system,agent_system,False,0.79,judged,45.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; score_affecting_response_repair,,missing,present,missing,present,missing
medbeads-an-agent-native-immutable-data-substrate-for-trustworthy-medical-ai,"MedBeads: An Agent-Native, immutable Data Substrate for Trustworthy Medical AI",agent_system,agent_system,False,0.86,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,present,partial,present,partial,partial
medbench-v4-a-robust-and-scalable-benchmark-for-evaluating-chinese-medical-langu,"MEDBENCH V4: A ROBUST AND SCALABLE BENCHMARK FOR EVALUATING CHINESE MEDICAL LANGUAGE MODELS, MULTIMODAL MODELS, AND INTELLIGENT AGENTS",benchmark,benchmark,False,0.9,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,present,partial,present
medbuild-ai-an-agent-based-hybrid-intelligence-framework-for-reshaping-agency-in,MedBuild AI: An Agent-Based Hybrid Intelligence Framework for Reshaping Agency in Healthcare Infrastructure Planning through Generative Design for Medical Architecture,agent_system,agent_system,False,0.8,judged,37.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,missing,partial,partial,partial
medchain-bridging-the-gap-between-llm-agents-and-clinical-practice-with-interact,MedChain: Bridging the Gap Between LLM Agents and Clinical Practice with Interactive Sequence,benchmark,agent_system,True,0.79,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,partial,present,partial,missing,present
medclarify-an-information-seeking-ai-agent-for-medical-diagnosis-with-case-speci,MedClarify: An information-seeking AI agent for medical diagnosis with case-specific follow-up questions,agent_system,agent_system,False,0.86,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,present
medco-medical-education-copilots-based-on-a-multi-agent-framework,MEDCO: Medical Education Copilots Based on A Multi-Agent Framework,agent_system,agent_system,False,0.9,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,present,partial,partial,partial
medcog-maximizing-llm-inference-density-in-medical-reasoning-via-meta-cognitive-,MedCoG: Maximizing LLM Inference Density in Medical Reasoning via Meta-Cognitive Regulation,method_model,benchmark,True,0.8,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,present,partial,partial,present
medcollab-causal-driven-multi-agent-collaboration-for-full-cycle-clinical-diagno,MedCollab: Causal-Driven Multi-Agent Collaboration for Full-Cycle Clinical Diagnosis via IBIS-Structured Argumentation,agent_system,agent_system,False,0.86,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,present,missing,missing,present
medconsultbench-a-full-cycle-fine-grained-process-aware-benchmark-for-medical-co,"MedConsultBench: A Full-Cycle, Fine-Grained, Process-Aware Benchmark for Medical Consultation Agents",benchmark,benchmark,False,0.9,judged,87.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,present,present,present
medcorag-interpretable-hepatology-diagnosis-via-hybrid-evidence-retrieval-and-mu,MEDCoRAG: Interpretable Hepatology Diagnosis via Hybrid Evidence Retrieval and Multispecialty Consensus,agent_system,benchmark,True,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,partial,partial,partial,partial,partial
meddcr-learning-to-design-agenic-workflows-for-medical-coding,MedDCR: Learning to Design Agenic Workflows for Medical Coding,agent_system,agent_system,False,0.86,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,partial
meddialogrubrics-a-comprehensive-benchmark-and-evaluation-framework-for-multi-tu,MEDDIALOGRUBRICS: A COMPREHENSIVE BENCHMARK AND EVALUATION FRAMEWORK FOR MULTI-TURN MEDICAL CONSULTATIONS IN LARGE LANGUAGE MODELS,benchmark,benchmark,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
medeinst-benchmarking-the-einstellung-effect-in-medical-llms-through-counterfact,MedEinst: Benchmarking the Einstellung Effect in Medical LLMs through Counterfactual Differential Diagnosis,benchmark,benchmark,False,0.83,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,partial,present
medeyes-learning-dynamic-visual-focus-for-medical-progressive-diagnosis,MedEyes: Learning Dynamic Visual Focus for Medical Progressive Diagnosis,method_model,benchmark,True,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,present,partial,present
medical-malice-a-dataset-for-context-aware-safety-in-healthcare-llms,Medical Malice: A Dataset for Context-Aware Safety in Healthcare LLMs,benchmark,benchmark,False,0.86,judged,70.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,partial,present,present,partial
medinsightbench-evaluating-medical-analytics-agents-through-multi-step-insight-d,MEDINSIGHTBENCH: EVALUATING MEDICAL ANALYTICS AGENTS THROUGH MULTI-STEP INSIGHT DISCOVERY IN MULTI-MODAL MEDICAL DATA,benchmark,agent_system,True,0.8,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
mediq-question-asking-llms-and-a-benchmark-for-reliable-interactive-clinical-rea,MEDIQ: Question-Asking LLMs and a Benchmark for Reliable Interactive Clinical Reasoning,benchmark,benchmark,False,0.8,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,present,present
medorch-medical-diagnosis-with-tool-augmented-reasoning-agents-for-flexible-exte,MedOrch: Medical Diagnosis with Tool-Augmented Reasoning Agents for Flexible Extensibility,agent_system,agent_system,False,0.86,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,partial
medrax-medical-reasoning-agent-for-chest-x-ray,MedRAX: Medical Reasoning Agent for Chest X-ray,agent_system,agent_system,False,0.9,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,present,partial,present,partial,present
medresearcher-r1-expert-level-medical-deep-researcher-via-a-knowledge-informed-t,MedResearcher-R1: Expert-Level Medical Deep Researcher via A Knowledge-Informed Trajectory Synthesis Framework,method_model,benchmark,True,0.78,judged,35.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; score_affecting_response_repair,,missing,present,missing,missing,present
medsam-agent-empowering-interactive-medical-image-segmentation-with-multi-turn-a,MedSAM-Agent: Empowering Interactive Medical Image Segmentation with Multi-turn Agenic Reinforcement Learning,method_model,agent_system,True,0.79,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; invalid_evidence_dropped,,partial,present,partial,partial,present
medsam3-delving-into-segment-anything-with-medical-concepts,MedSAM3: Delving into Segment Anything with Medical Concepts,method_model,benchmark,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
medscope-incentivizing-think-with-videos-for-clinical-reasoning-via-coarse-to-fi,"MedScope: Incentivizing ""Think with Videos"" for Clinical Reasoning via Coarse-to-Fine Tool Calling",method_model,benchmark,True,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,present,present
medtutor-r1-socratic-personalized-medical-teaching-with-multi-agent-simulation,MedTutor-R1: Socratic Personalized Medical Teaching with Multi-Agent Simulation,method_model,agent_system,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
medvistagym-a-scalable-training-environment-for-thinking-with-medical-images-via,MEDVISTAGYM: A Scalable Training Environment for Thinking with Medical Images via Tool-Integrated Reinforcement Learning,benchmark,benchmark,False,0.79,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,present,present,present,partial,present
medxiaohe-a-comprehensive-recipe-for-building-medical-mllms,MedXIAOHE: A Comprehensive Recipe for Building Medical MLLMs,method_model,benchmark,True,0.8,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
meissa-multi-modal-medical-agentic-intelligence,MEISSA: Multi-modal Medical Agentic Intelligence,method_model,agent_system,True,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
mentalagora-a-gateway-to-advanced-personalized-care-in-mental-health-through-mul,MentalAgora: A Gateway to Advanced Personalized Care in Mental Health through Multi-Agent Debating and Attribute Control,method_model,agent_system,True,0.79,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
metagpt-meta-programming-for-a-multi-agent-collaborative-framework,METAGPT: META PROGRAMMING FOR A MULTI-AGENT COLLABORATIVE FRAMEWORK,method_model,agent_system,True,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,present,present
mind-towards-immersive-psychological-healing-with-multi-agent-inner-dialogue,MIND: Towards Immersive Psychological Healing with Multi-Agent Inner Dialogue,agent_system,agent_system,False,0.86,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,present,partial
mind-unified-inquiry-and-diagnosis-rl-with-criteria-grounded-clinical-supports-f,MIND: Unified Inquiry and Diagnosis RL with Criteria Grounded Clinical Supports for Psychiatric Consultation,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
mitigating-cognitive-biases-in-clinical-decision-making-through-multi-agent-conv,Mitigating Cognitive Biases in Clinical Decision-Making Through Multi-Agent Conversations Using Large Language Models: Simulation Study,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
mmedagent-rl-optimizing-multi-agent-collaboration-for-multimodal-medical-reasoni,MMEDAGENT-RL: OPTIMIZING MULTI-AGENT COLLABORATION FOR MULTIMODAL MEDICAL REASONING,method_model,agent_system,True,0.83,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,present,partial,present
mmedagent-learning-to-use-medical-tools-with-multi-modal-agent,MMedAgent: Learning to Use Medical Tools with Multi-modal Agent,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair,,partial,partial,partial,partial,present
mmedagent-learning-to-use-medical-tools-with-multi-modal-agent-dup2,MMedAgent: Learning to Use Medical Tools with Multi-modal Agent,agent_system,agent_system,False,0.86,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,missing,present
multi-agent-intelligence-for-multidisciplinary-decision-making-in-gastrointestin,Multi-Agent Intelligence for Multidisciplinary Decision-Making in Gastrointestinal Oncology,agent_system,agent_system,False,0.9,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
multi-agent-medical-decision-consensus-matrix-system-an-intelligent-collaborativ,Multi-Agent Medical Decision Consensus Matrix System: An Intelligent Collaborative Framework for Oncology MDT Consultations,agent_system,agent_system,False,0.9,judged,60.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,present,partial
multi-agent-reasoning-for-cardiovascular-imaging-phenotype-analysis,Multi-Agent Reasoning for Cardiovascular Imaging Phenotype Analysis,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
multi-aspect-knowledge-enhanced-medical-vision-language-pretraining-with-multi-a,Multi-Aspect Knowledge-Enhanced Medical Vision-Language Pretraining with Multi-Agent Data Generation,method_model,agent_system,True,0.86,judged,52.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,missing,partial
multimodal-large-language-models-for-medicine-a-comprehensive-survey,Multimodal Large Language Models for Medicine: A Comprehensive Survey,survey_review,survey_review,False,0.9,judged,70.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,not_applicable,partial,partial,present,present
nutriorion-a-hierarchical-multi-agent-framework-for-personalized-nutrition-inter,NutriOrion: A Hierarchical Multi-Agent Framework for Personalized Nutrition Intervention Grounded in Clinical Guidelines,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
oema-ontology-enhanced-multi-agent-collaboration-framework-for-zero-shot-clinica,OEMA: Ontology-Enhanced Multi-Agent Collaboration Framework for Zero-Shot Clinical Named Entity Recognition,method_model,agent_system,True,0.83,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
on-device-large-multi-modal-agent-for-human-activity-recognition,On-device Large Multi-modal Agent for Human Activity Recognition,agent_system,agent_system,False,0.79,judged,52.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,partial,present,partial,missing,partial
operating-room-workflow-analysis-via-reasoning-segmentation-over-digital-twins,Operating Room Workflow Analysis via Reasoning Segmentation over Digital Twins,agent_system,agent_system,False,0.86,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,partial,partial,partial,present
opgagent-an-agent-for-auditable-dental-panoramic-x-ray-interpretation,OPGAgent: An Agent for Auditable Dental Panoramic X-ray Interpretation,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
pass-probabilistic-agentic-supernet-sampling-for-interpretable-and-adaptive-ches,PASS: Probabilistic Agentic Supernet Sampling for Interpretable and Adaptive Chest X-Ray Reasoning,agent_system,agent_system,False,0.83,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,present
path-rag-knowledge-guided-key-region-retrieval-for-open-ended-pathology-visual-q,Path-RAG: Knowledge-Guided Key Region Retrieval for Open-ended Pathology Visual Question Answering,method_model,agent_system,True,0.86,judged,65.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,partial,partial,present,partial,present
pathasst-a-generative-foundation-ai-assistant-towards-artificial-general-intelli,PathAsst: A Generative Foundation AI Assistant Towards Artificial General Intelligence of Pathology,method_model,agent_system,True,0.79,judged,55.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence; score_affecting_response_repair,,partial,partial,present,missing,present
pathfinder-a-multi-modal-multi-agent-system-for-medical-diagnostic-decision-maki,PathFinder: A Multi-Modal Multi-Agent System for Medical Diagnostic Decision-Making Applied to Histopathology,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
pathgen-1-6m-1-6-million-pathology-image-text-pairs-generation-through-multi-age,PathGen-1.6M: 1.6 Million Pathology Image-text Pairs Generation through Multi-agent Collaboration,method_model,agent_system,True,0.8,judged,25.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair,,missing,present,missing,missing,missing
patho-agenticrag-towards-multimodal-agentic-retrieval-augmented-generation-for-p,Patho-AgenticRAG: Towards Multimodal Agentic Retrieval-Augmented Generation for Pathology VLMs via Reinforcement Learning,method_model,agent_system,True,0.8,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
perfusion-imaging-and-single-material-reconstruction-in-polychromatic-photon-cou,Perfusion Imaging and Single Material Reconstruction in Polychromatic Photon Counting CT,method_model,agent_system,True,0.86,judged,72.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; score_affecting_response_repair,,partial,present,present,partial,partial
picking-the-right-specialist-attentive-neural-process-based-selection-of-task-sp,Picking the Right Specialist: Attentive Neural Process-based Selection of Task-Specialized Models as Tools for Agenic Healthcare Systems,method_model,benchmark,True,0.79,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; low_paper_type_confidence,,present,present,present,partial,present
piors-personalized-intelligent-outpatient-reception-based-on-large-language-mode,PIORS: Personalized Intelligent Outpatient Reception based on Large Language Model with Multi-Agents Medical Scenario Simulation,agent_system,governance_policy,True,0.86,judged,0.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,missing,missing,missing,missing,missing
polaris-a-safety-focused-llm-constellation-architecture-for-healthcare,Polaris: A Safety-focused LLM Constellation Architecture for Healthcare,agent_system,benchmark,True,0.9,judged,85.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,present,present,partial,present,partial
prism-patient-records-interpretation-for-semantic-clinical-trial-matching-system,PRISM: Patient Records Interpretation for Semantic clinical trial Matching system using large language models,agent_system,agent_system,False,0.86,judged,75.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,present,present,partial,partial,partial
privacy-preserving-operating-room-workflow-analysis-using-digital-twins,Privacy-Preserving Operating Room Workflow Analysis using Digital Twins,method_model,agent_system,True,0.79,judged,63.89,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence,,partial,present,partial,partial,not_applicable
protrlsearch-a-multi-round-multimodal-protein-search-agent-with-large-language-m,ProtRLSearch: A Multi-Round Multimodal Protein Search Agent with Large Language Models Trained via Reinforcement Learning,agent_system,agent_system,False,0.9,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,missing,present
pruning-minimal-reasoning-graphs-for-efficient-retrieval-augmented-generation,Pruning Minimal Reasoning Graphs for Efficient Retrieval-Augmented Generation,method_model,benchmark,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
psydraw-a-multi-agent-multimodal-system-for-mental-health-screening-in-left-behi,PsyDraw: A Multi-Agent Multimodal System for Mental Health Screening in Left-Behind Children,agent_system,agent_system,False,0.9,judged,60.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence; invalid_evidence_dropped,,partial,partial,partial,present,partial
radfabric-agentic-ai-system-with-reasoning-capability-for-radiology,RadFabric: Agentic AI System with Reasoning Capability for Radiology,agent_system,agent_system,False,0.9,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair,,present,partial,present,partial,present
radiologist-copilot-an-agentic-framework,Radiologist Copilot: An Agentic Framework,agent_system,agent_system,False,0.9,judged,45.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,missing,present
rag-enhanced-collaborative-llm-agents-for-drug-discovery,RAG-Enhanced Collaborative LLM Agents for Drug Discovery,agent_system,agent_system,False,0.86,judged,57.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,missing,present
rareagents-autonomous-multi-disciplinary-team-for-rare-disease-diagnosis-and-tre,RAREAGENTS: Autonomous Multi-disciplinary Team for Rare Disease Diagnosis and Treatment,agent_system,agent_system,False,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
rationale-guided-retrieval-augmented-generation-for-medical-question-answering,Rationale-Guided Retrieval Augmented Generation for Medical Question Answering,method_model,benchmark,True,0.8,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,partial,present,partial,partial,present
re-mcdf-closed-loop-multi-expert-llm-reasoning-for-knowledge-grounded-clinical-d,RE-MCDF: Closed-Loop Multi-Expert LLM Reasoning for Knowledge-Grounded Clinical Diagnosis,method_model,agent_system,True,0.79,judged,62.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_paper_type_confidence; invalid_evidence_dropped,,partial,present,partial,partial,partial
react-synergizing-reasoning-and-acting-in-language-models,REACT: SYNERGIZING REASONING AND ACTING IN LANGUAGE MODELS,method_model,benchmark,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
resilient-multi-agent-negotiation-for-medical-supply-chains-integrating-llms-and,Resilient Multi-Agent Negotiation for Medical Supply Chains: Integrating LLMs and Blockchain for Transparent Coordination,agent_system,agent_system,False,0.86,judged,50.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,partial,partial,partial
retrieval-augmented-generation-for-knowledge-intensive-nlp-tasks,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,method_model,method_model,False,0.86,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,present,present,partial,present
rex-mle-the-autonomous-agent-benchmark-for-medical-imaging-challenges,ReX-MLE: The Autonomous Agent Benchmark for Medical Imaging Challenges,benchmark,benchmark,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,present,partial,partial,present
route-retrieve-reflect-repair-self-improving-agentic-framework-for-visual-detect,"Route, Retrieve, Reflect, Repair: Self-Improving Agentic Framework for Visual Detection and Linguistic Reasoning in Medical Imaging",agent_system,agent_system,False,0.86,judged,75.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,low_dimension_confidence,,present,present,partial,partial,partial
rx-strategist-prescription-verification-using-llm-agents-system,Rx Strategist: Prescription Verification using LLM Agents System,agent_system,agent_system,False,0.9,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,partial,partial,present
scalable-stewardship-of-an-llm-assisted-clinical-benchmark-with-physician-oversi,Scalable Stewardship of an LLM-Assisted Clinical Benchmark with Physician Oversight,benchmark,benchmark,False,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,partial,present
scaling-medical-reasoning-verification-via-tool-integrated-reinforcement-learnin,Scaling Medical Reasoning Verification via Tool-Integrated Reinforcement Learning,method_model,benchmark,True,0.83,judged,65.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,score_affecting_response_repair; invalid_evidence_dropped,,partial,partial,present,partial,present
shortagesim-simulating-drug-shortages-under-information-asymmetry,ShortageSim: Simulating Drug Shortages under Information Asymmetry,agent_system,governance_policy,True,0.86,judged,90.0,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,present,present,present,partial,present
should-we-be-going-mad-a-look-at-multi-agent-debate-strategies-for-llms,Should we be going MAD? A Look at Multi-Agent Debate Strategies for LLMs,benchmark,agent_system,True,0.86,judged,77.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,False,,,partial,present,present,partial,present
silence-is-not-consensus-disrupting-agreement-bias-in-multi-agent-llms-via-catfi,Silence is Not Consensus: Disrupting Agreement Bias in Multi-Agent LLMs via Catfish Agent for Clinical Decision Making,method_model,agent_system,True,0.86,judged,67.5,agento-reporting-completeness-2.2.3,blinded-multi-evidence-2.2.3,not_human_verified,True,invalid_evidence_dropped,,partial,present,partial,partial,present
